project,dataset,tableName,connection,tableType,lastModifiedBy,last ModifiedOn,data type
B2BRECONCILATION,rtest,,floss_s3,S3,cartemp,08/01/2024,intermediate storage
BATCHSFCHECKER,vw_acpm_thi_admit_rights,practitioner_admitrights_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_t_u_incl_list,vw_acpm_thi_t_u_incl_list,fdp_datalake_hive,JDBC,cartemp,21/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_treatment_unit,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_pf,vw_acpm_thi_tu_pf,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_pln,vw_acpm_thi_tu_pln,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_pol,vw_acpm_thi_tu_pol,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_s_hl,vw_acpm_thi_tu_s_hl,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_s_pf,vw_acpm_thi_tu_s_pf,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_s_pln,vw_acpm_thi_tu_s_pln,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_s_pol,vw_acpm_thi_tu_s_pol,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_sec_s,vw_acpm_thi_tu_sec_s,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_speciality,treatmentunit_specialities_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_ss_hl,vw_acpm_thi_tu_ss_hl,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_ss_pf,vw_acpm_thi_tu_ss_pf,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_ss_pln,vw_acpm_thi_tu_ss_pln,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_ss_pol,vw_acpm_thi_tu_ss_pol,fdp_datalake_hive,JDBC,cartemp,12/09/2023,input data
BATCHSFCHECKER,vw_acpm_thi_tu_subspec,treatmentunit_subspecialities_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,12/09/2023,input data
BENEFITSETTEMPLATE,benefit_set_v,benefit_set_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/11/2023,input data
BENEFITSETTEMPLATE,Qlik_BENFSET,BENEFITSETTEMPLATE_qlik_benfset,bss_ukhflosc_mssql,SQLServer,a163101,21/02/2024,output storage
BENEFITSETTEMPLATE,vw_ukhe_ref_raw_treatment_model,vw_ukhe_ref_raw_treatment_model,fdp_datalake_hive,JDBC,a163101,28/11/2023,input data
BENEFITSETTEMPLATE,Benefit_Set_1,,floss_s3,S3,a163101,11/03/2024,intermediate storage
BENEFITSETTEMPLATE,Benefit_Set_164,,floss_s3,S3,a163101,11/03/2024,intermediate storage
BENEFITSETTEMPLATE,Benefit_Set_165,,floss_s3,S3,a163101,11/03/2024,intermediate storage
BENEFITSETTEMPLATE,Benefit_Set_2,,floss_s3,S3,a163101,11/03/2024,intermediate storage
BENEFITSETTEMPLATE,Benefit_Set_327,,floss_s3,S3,a163101,11/03/2024,intermediate storage
BENEFITSETTEMPLATE,BENFSET,,floss_s3,S3,a163101,21/02/2024,intermediate storage
BENEFITSETTEMPLATE,Benfset_Specified,,floss_s3,S3,a163101,05/03/2024,intermediate storage
BILL_ALERTS_BENEFITS,claim_visits_v,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a182377,26/01/2024,input data
BILL_ALERTS_BENEFITS,claim_visits_v,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a182377,26/01/2024,input data
BILL_ALERTS_BENEFITS,payment_request_groups_v,payment_request_groups_v,agi_health_flosc_postgresql,PostgreSQL,a182377,26/01/2024,input data
BILL_ALERTS_BENEFITS,payment_requests_v,payment_requests_v,agi_health_flosc_postgresql,PostgreSQL,a182377,26/01/2024,input data
BILL_ALERTS_BENEFITS,payment_verification_v,payment_verification_v,agi_health_flosc_postgresql,PostgreSQL,a182377,02/02/2024,input data
BILL_ALERTS_BENEFITS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a182377,30/01/2024,input data
BILL_ALERTS_BENEFITS,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,20/02/2024,input data
BILL_ALERTS_BENEFITS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,06/02/2024,input data
BILL_ALERTS_BENEFITS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,06/02/2024,input data
BILL_ALERTS_BENEFITS,alert_change_prediction,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,ALERT_CHANGE_PREDICTION_sas_out_joined,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_change_rank_potential,,floss_s3,S3,a182377,14/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_change_rank_potential,,floss_s3,S3,a182377,14/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_of_interest,,floss_s3,S3,a182377,16/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_of_interest,,floss_s3,S3,a182377,16/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_sequence_3,,floss_s3,S3,a182377,13/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,alert_sequence_summary_full,,floss_s3,S3,a182377,12/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,ALERT_SEQUENCES3_sas_out_joined,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,ALERT_SEQUENCES3_sas_out_joined,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,cutback_logic,,floss_s3,S3,a182377,20/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,cutback_logic_testing,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,input_alert_status_changes_02,,floss_s3,S3,a182377,31/01/2024,intermediate storage
BILL_ALERTS_BENEFITS,INPUT_ALERT_STATUS_CHANGES_POT,,floss_s3,S3,a182377,14/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,monthly_alert_outcome_avg,,floss_s3,S3,a182377,21/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,MONTHLY_ALERT_OUTCOME_AVG_sas_out_joined,,floss_s3,S3,a182377,23/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,monthly_alert_outcome_avg_sas_out_prepared,,floss_s3,S3,a182377,23/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,monthly_benefit_tracking,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,MONTHLY_BENEFIT_TRACKING_sas_out_joined,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,MONTHLY_BENEFIT_TRACKING_sas_out_prepared,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,new_matchfail_aggregation,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,new_primary_alert_status,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,new_primary_alert_status,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,new_secondary_alert_status,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,outcome_logic,,floss_s3,S3,a182377,26/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,outcome_logic_testing,,floss_s3,S3,a182377,26/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,ovr_behaviour_perc,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,prov_behaviour_perc,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,prov_behaviour_perc,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,prov_behaviour_variance,,floss_s3,S3,a182377,28/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,prov_behaviour_variance_prepared,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,PROV_BEHAVIOUR_VARIANCE_sas_out_joined,,floss_s3,S3,a182377,27/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,query_payment_ver,,floss_s3,S3,a182377,29/02/2024,intermediate storage
BILL_ALERTS_BENEFITS,ALERT_CHANGE_PREDICTION_sas_out,,,UploadedFiles,a182377,23/02/2024,#N/A
BILL_ALERTS_BENEFITS,ALERT_CHANGE_PREDICTIONv2_sas_out,,,UploadedFiles,a182377,28/02/2024,#N/A
BILL_ALERTS_BENEFITS,ALERT_SEQUENCES3_sas_out,,,UploadedFiles,a182377,28/02/2024,#N/A
BILL_ALERTS_BENEFITS,INPUT_ALERT_STATUS_CHANGES,,,UploadedFiles,a182377,26/01/2024,#N/A
BILL_ALERTS_BENEFITS,MONTHLY_ALERT_OUTCOME_AVG_sas_out,,,UploadedFiles,a182377,23/02/2024,#N/A
BILL_ALERTS_BENEFITS,MONTHLY_BENEFIT_TRACKING_sas_out,,,UploadedFiles,a182377,27/02/2024,#N/A
BILL_ALERTS_BENEFITS,PROV_BEHAVIOUR_VARIANCE_sas_out,,,UploadedFiles,a182377,27/02/2024,#N/A
BILL_ALERTS_BENEFITS,PROV_BEHAVIOUR_VARIANCEv2_sas_out,,,UploadedFiles,a182377,28/02/2024,#N/A
BILL_ALERTS_BENEFITS,Provider_Fault___Alert_Sequences,,,UploadedFiles,a182377,26/01/2024,#N/A
BILLALERTS,payment_requests_v,payment_requests_v,agi_health_flosc_postgresql,PostgreSQL,a200261,11/03/2024,input data
BILLALERTS,payment_verification_v,payment_verification_v,agi_health_flosc_postgresql,PostgreSQL,a200261,11/03/2024,input data
BILLINGHISTORYREPORTS,address_details_member_v,address_details_member_v,agi_health_flosc_postgresql,PostgreSQL,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,member_contactid_v,member_contactid_v,agi_health_flosc_postgresql,PostgreSQL,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,member_details_v,member_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,payment_verification_v,payment_verification_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/07/2023,input data
BILLINGHISTORYREPORTS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,19/06/2023,input data
BILLINGHISTORYREPORTS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,vedafile_v,vedafile_v,agi_health_flosc_postgresql,PostgreSQL,a163101,11/07/2023,input data
BILLINGHISTORYREPORTS,Billing_Histories,BILLINGHISTORYREPORTS_billing_histories,bss_ukhflosc_mssql,SQLServer,a163101,29/06/2023,output storage
BILLINGHISTORYREPORTS,vw_acpm_thi_payee,vw_acpm_thi_payee,fdp_datalake_hive,JDBC,a163101,10/07/2023,input data
BILLINGHISTORYREPORTS,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a163101,29/06/2023,input data
BILLINGHISTORYREPORTS,vw_acpm_thi08000_latest,vw_acpm_thi08000_latest,fdp_datalake_hive,JDBC,a163101,10/07/2023,input data
BILLINGHISTORYREPORTS,vw_acpm_thi08006_latest,vw_acpm_thi08006_latest,fdp_datalake_hive,JDBC,a163101,10/07/2023,input data
BILLINGHISTORYREPORTS,vw_gms_member_latest,vw_gms_member_latest,fdp_datalake_hive,JDBC,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,vw_gms_membfile_latest,vw_gms_membfile_latest,fdp_datalake_hive,JDBC,a163101,15/06/2023,input data
BILLINGHISTORYREPORTS,pmi_claims_v_prepared,,filesystem_managed,Filesystem,a163101,10/07/2023,intermediate storage
BMI_HEADLINE_REBATE,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a182377,11/01/2024,input data
BMI_HEADLINE_REBATE,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a182377,22/09/2023,input data
BMI_HEADLINE_REBATE,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,29/09/2023,input data
BMI_HEADLINE_REBATE,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,29/09/2023,input data
BMI_HEADLINE_REBATE,vw_acpm_thi_treatment_unit,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,21/02/2023,input data
BMI_HEADLINE_REBATE,vw_acpm_thi_treatment_unit,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,21/02/2023,input data
BMI_HEADLINE_REBATE,excludesurganfe_v2,,filesystem_managed,Filesystem,a182377,22/09/2023,intermediate storage
BMI_HEADLINE_REBATE,Match,,filesystem_managed,Filesystem,a182377,01/03/2023,intermediate storage
BMI_HEADLINE_REBATE,network_claims,,filesystem_managed,Filesystem,a182377,11/01/2024,intermediate storage
BMI_HEADLINE_REBATE,pmi_claims_v_bmi,,filesystem_managed,Filesystem,a182377,29/09/2023,intermediate storage
BMI_HEADLINE_REBATE,pmi_claims_v_bmi,,filesystem_managed,Filesystem,a182377,29/09/2023,intermediate storage
BMI_HEADLINE_REBATE,EGTASKMatch_SAS_joined,,floss_s3,S3,a182377,02/10/2023,intermediate storage
BMI_HEADLINE_REBATE,pmi_claims_v_filtered_test,,floss_s3,S3,a182377,02/10/2023,intermediate storage
BMI_HEADLINE_REBATE,pmi_claims_v_filtered_test,,floss_s3,S3,a182377,02/10/2023,intermediate storage
BMI_HEADLINE_REBATE,pmi_test,,floss_s3,S3,cartemp,03/10/2023,intermediate storage
BMI_HEADLINE_REBATE,EGTASKMatch_SAS,,,UploadedFiles,a182377,02/10/2023,#N/A
BMI_HEADLINE_REBATE,EGTASKMatch_SAS,,,UploadedFiles,a182377,02/10/2023,#N/A
CATARACT_COVERAGE_STATS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,21/06/2023,input data
CATARACT_COVERAGE_STATS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,22/06/2023,input data
CATARACT_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
CATARACT_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
CATARACT_COVERAGE_STATS,vw_acpm_thi_ntwrk_ins,vw_acpm_thi_ntwrk_ins,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
CATARACT_COVERAGE_STATS,vw_acpm_thi_ntwrk_mem,vw_acpm_thi_ntwrk_mem,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
CATARACT_COVERAGE_STATS,vw_acpm_thi_practitioner,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,23/06/2023,input data
CATARACT_COVERAGE_STATS,vw_acpm_thi_ql_ratin_mapng,vw_acpm_thi_ql_ratin_mapng,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
CATARACT_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
CATARACT_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
CATARACT_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,first_choice,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,no_choices,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,ntw_mem,,floss_s3,S3,a200261,03/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,pmi_ntw_claims,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,pmi_ntw_claims,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CATARACT_COVERAGE_STATS,provider_usage,,floss_s3,S3,a200261,04/10/2023,intermediate storage
CHECKINGTOOL,hosp_output_complete,,floss_s3,S3,a200261,15/03/2024,intermediate storage
CHECKINGTOOL,hosp_output_q,,floss_s3,S3,a200261,15/03/2024,intermediate storage
CHECKINGTOOL_urztCwCj,hosp_output_complete,,floss_s3,S3,a200261,15/03/2024,intermediate storage
CHECKINGTOOL_urztCwCj,hosp_output_q,,floss_s3,S3,a200261,15/03/2024,intermediate storage
CIRCLE_OR3_REFERRALS,claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,08/08/2023,input data
CIRCLE_OR3_REFERRALS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,16/08/2023,input data
CIRCLE_OR3_REFERRALS,dir_claims_sum,,floss_s3,S3,a200261,16/08/2023,intermediate storage
CIRCLE_OR3_REFERRALS,test,,floss_s3,S3,a200261,16/01/2024,intermediate storage
CIRCLEOR3REBATESPEND,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,26/01/2024,input data
CIRCLEOR3REBATESPEND,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,26/01/2024,input data
CIRCLEOR3REBATESPEND,output,,floss_s3,S3,a200261,30/01/2024,intermediate storage
CIRCLEOR3REBATESPEND,output,,floss_s3,S3,a200261,30/01/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,08/02/2024,input data
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,assessmnt_completion_factors,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_assessmnt_completion_factors,bss_ukhflosc_mssql,SQLServer,a200261,11/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,bills__export,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_bills__export,bss_ukhflosc_mssql,SQLServer,a200261,13/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,comp_factor_export,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_comp_factor_export,bss_ukhflosc_mssql,SQLServer,a200261,11/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,split_export_1,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_split_export_1,bss_ukhflosc_mssql,SQLServer,a200261,11/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,split_export_2,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_split_export_2,bss_ukhflosc_mssql,SQLServer,a200261,11/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,suspence__export,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_suspence__export,bss_ukhflosc_mssql,SQLServer,a200261,12/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,tu__info,CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED_tu__info,bss_ukhflosc_mssql,SQLServer,a200261,13/03/2024,output storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,assessment_comp_factors_v2,,floss_s3,S3,a200261,11/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,assessmnt_comp_fac_main,,floss_s3,S3,a200261,11/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,assessmnt_comp_factors,,floss_s3,S3,a200261,18/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,bills_export,,floss_s3,S3,a200261,12/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,ce_dup_claims,,floss_s3,S3,a200261,05/02/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,comp_fac_source,,floss_s3,S3,a200261,06/02/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,COMPLETION_FACTORS,,floss_s3,UploadedFiles,a200261,15/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,CQC_CURRENT_RATINGS,,floss_s3,UploadedFiles,a200261,20/02/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,Data_Imported_from_Duplicated_CE_Claims_xlsx,,floss_s3,UploadedFiles,a200261,05/02/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,file_to_be_exported,,floss_s3,S3,a200261,13/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,GDPR_RESTRICT_PROCESS,,floss_s3,UploadedFiles,a200261,09/02/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,rebate_values_output,,floss_s3,UploadedFiles,a200261,12/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,simple_hosp_ext,,floss_s3,S3,a200261,11/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,split_export_one,,floss_s3,S3,a200261,13/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,split_export_two,,floss_s3,S3,a200261,13/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,suspence_export,,floss_s3,S3,a200261,12/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,SUSPENSE,,floss_s3,UploadedFiles,a200261,12/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,treatments,,floss_s3,S3,a200261,12/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,tu_info,,floss_s3,S3,a200261,13/03/2024,intermediate storage
CLAIMSQLIKHOSPLISTWORKHOSPLISTEXTENDED,Business_Class_Recodes,,,UploadedFiles,a200261,15/03/2024,#N/A
CLAIMSREPORT,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a205218,03/10/2023,input data
CLAIMSREPORT,vw_ukhe_ref_raw_treatment_model,vw_ukhe_ref_raw_treatment_model,fdp_datalake_hive,JDBC,a205218,03/10/2023,input data
CLAIMSREPORT,data_preped,,floss_s3,S3,a205218,03/10/2023,intermediate storage
CLAIMSREPORT,tester,,floss_s3,S3,a205218,03/10/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a182377,31/01/2023,input data
COPYOFNTWK_KPI_BENEFITS,condgrouper_sas_pg,condgrouper_sas_pg,bss_ukhflosc_postgres,PostgreSQL,a182377,01/02/2023,output storage
COPYOFNTWK_KPI_BENEFITS,condgrouper_sas_pg,condgrouper_sas_pg,bss_ukhflosc_postgres,PostgreSQL,a182377,01/02/2023,output storage
COPYOFNTWK_KPI_BENEFITS,vw_acpm_thi_treatment_unit,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,20/12/2022,input data
COPYOFNTWK_KPI_BENEFITS,vw_pmi_claims_directive,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a182377,20/12/2022,input data
COPYOFNTWK_KPI_BENEFITS,datamart_filtered,,filesystem_managed,Filesystem,a182377,01/02/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,QUERY_FOR_CLAIM_VISIT,,filesystem_managed,Filesystem,a182377,03/02/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,QUERY_FOR_CLAIM_VISIT,,filesystem_managed,Filesystem,a182377,03/02/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,Query_for_datamart,,filesystem_managed,Filesystem,a182377,30/01/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,QUERY_FOR_SORT_SORTED,,filesystem_managed,Filesystem,a182377,03/02/2023,intermediate storage
COPYOFNTWK_KPI_BENEFITS,QUERY_FOR_SORT_SORTED,,filesystem_managed,Filesystem,a182377,03/02/2023,intermediate storage
